query,runtime (ms),query_complexity,runtime_boolean,table_size,length
select border_infoalias0border from border_info as border_infoalias0 where border_infoalias0state_name in select derived_tablealias0state_name from select cityalias0state_name count 1 as derived_fieldalias0 from city as cityalias0 group by cityalias0state_name as derived_tablealias0 where derived_tablealias0derived_fieldalias0 select max derived_tablealias1derived_fieldalias1 from select count 1 as derived_fieldalias1 from city as cityalias1 group by cityalias1state_name as derived_tablealias1 ,1.1699199676513672,0,0,990,47
select border_infoalias0border from border_info as border_infoalias0 where border_infoalias0state_name in select derived_tablealias0state_name from select cityalias0state_name count 1 as derived_fieldalias0 from city as cityalias0 where cityalias0population 150000 group by cityalias0state_name as derived_tablealias0 where derived_tablealias0derived_fieldalias0 select max derived_tablealias1derived_fieldalias1 from select count 1 as derived_fieldalias1 from city as cityalias1 where cityalias1population 150000 group by cityalias1state_name as derived_tablealias1 ,0.84686279296875,0,0,990,53
select border_infoalias0border from border_info as border_infoalias0 where border_infoalias0state_name select statealias0state_name from state as statealias0 where statealias0area select min statealias1area from state as statealias1 ,0.3180503845214844,0,0,320,23
select distinct riveralias0traverse from river as riveralias0 where riveralias0length 750 ,0.3771781921386719,1,0,149,10
select mountainalias0state_name from mountain as mountainalias0 ,0.3311634063720703,0,0,50,6
select mountainalias0state_name from mountain as mountainalias0 where mountainalias0mountain_altitude select max mountainalias1mountain_altitude from mountain as mountainalias1 ,0.2057552337646484,0,0,100,15
select cityalias0state_name from city as cityalias0 where cityalias0population select min cityalias1population from city as cityalias1 ,0.4518032073974609,0,0,772,15
select statealias0density from state as statealias0 where statealias0state_name in select riveralias0traverse from river as riveralias0 where riveralias0length select max riveralias1length from river as riveralias1 ,0.3981590270996094,0,0,349,24
select mountainalias0mountain_name from mountain as mountainalias0 where mountainalias0mountain_altitude select max mountainalias1mountain_altitude from mountain as mountainalias1 where mountainalias1state_name alaska ,0.2138614654541015,0,0,100,18
select distinct riveralias0river_name from river as riveralias0 where riveralias0river_name not in select riveralias1river_name from river as riveralias1 where riveralias1traverse texas ,7.107973098754883,1,1,298,20
select distinct riveralias0river_name from river as riveralias0 where riveralias0country_name usa ,0.2641677856445312,1,0,149,10
select riveralias0river_name from river as riveralias0 where riveralias0traverse in select border_infoalias0border from border_info as border_infoalias0 where border_infoalias0state_name in select statealias0state_name from state as statealias0 where statealias0capital austin ,0.6458759307861328,0,0,418,27
select riveralias0river_name from river as riveralias0 where riveralias0traverse in select derived_tablealias0state_name from select cityalias0state_name count 1 as derived_fieldalias0 from city as cityalias0 group by cityalias0state_name as derived_tablealias0 where derived_tablealias0derived_fieldalias0 select min derived_tablealias1derived_fieldalias1 from select count 1 as derived_fieldalias1 from city as cityalias1 group by cityalias1state_name as derived_tablealias1 ,1.1892318725585938,0,0,921,47
select cityalias0city_name from city as cityalias0 where cityalias0population select min cityalias1population from city as cityalias1 state as statealias0 where statealias0capital cityalias1city_name ,0.5729198455810547,0,0,823,21
select highlowalias0state_name from highlow as highlowalias0 where highlowalias0highest_elevation select max highlowalias1highest_elevation from highlow as highlowalias1 ,0.209808349609375,0,0,102,15
select highlowalias0state_name from highlow as highlowalias0 where highlowalias0lowest_elevation select min highlowalias1lowest_elevation from highlow as highlowalias1 ,0.2031326293945312,0,0,102,15
select highlowalias0state_name from highlow as highlowalias0 where highlowalias0lowest_elevation select min highlowalias1lowest_elevation from highlow as highlowalias1 where highlowalias1state_name in select border_infoalias0border from border_info as border_infoalias0 where border_infoalias0state_name idaho and highlowalias0state_name in select border_infoalias1border from border_info as border_infoalias1 where border_infoalias1state_name idaho ,0.5478858947753906,0,0,538,39
select riveralias0traverse from river as riveralias0 where riveralias0length 750 group by riveralias0traverse order by count riveralias0river_name desc limit 1 ,0.3120899200439453,0,0,149,19
select cityalias0state_name from city as cityalias0 group by cityalias0state_name order by avg cityalias0population limit 1 ,0.5741119384765625,0,0,386,15
select mountainalias0state_name from mountain as mountainalias0 where mountainalias0mountain_name mckinley ,0.1749992370605468,0,0,50,9
select distinct riveralias0traverse from river as riveralias0 ,0.4200935363769531,1,0,149,7
select cityalias0state_name from city as cityalias0 where cityalias0city_name austin and cityalias0population 150000 ,0.3428459167480469,0,0,386,12
select cityalias0city_name from city as cityalias0 where cityalias0population select max cityalias1population from city as cityalias1 where cityalias1state_name in select border_infoalias0border from border_info as border_infoalias0 where border_infoalias0state_name texas and cityalias0state_name in select border_infoalias1border from border_info as border_infoalias1 where border_infoalias1state_name texas ,0.8318424224853516,0,0,1208,39
select cityalias0city_name from city as cityalias0 where cityalias0population select max cityalias1population from city as cityalias1 where cityalias1state_name in select border_infoalias0state_name from border_info as border_infoalias0 where border_infoalias0border texas and cityalias0state_name in select border_infoalias1state_name from border_info as border_infoalias1 where border_infoalias1border texas ,0.8881092071533203,0,0,1208,39
select count distinct riveralias0river_name from river as riveralias0 where riveralias0river_name not in select riveralias1river_name from river as riveralias1 where riveralias1traverse in select statealias0state_name from state as statealias0 where statealias0capital albany ,9.891033172607422,1,1,349,30
select riveralias0river_name from river as riveralias0 where riveralias0length select min riveralias1length from river as riveralias1 where riveralias1traverse iowa and riveralias0traverse iowa ,0.3290176391601562,0,0,298,21
select riveralias0river_name from river as riveralias0 where riveralias0traverse iowa order by riveralias0length limit 1 ,0.2322196960449218,0,0,149,14
